hh,campaign_id,status,budget,spent,impressions,clicks,views,checkout,purchase,rev
00,120248455212780455,ACTIVE,123,0.05,4,0,1,0,0,0
00,120245466475590630,ACTIVE,40,0.05,3,0,0,0,0,0
00,120252152736310054,ACTIVE,100,0.05,2,0,0,0,0,0
00,120246299672740751,ACTIVE,195,0.05,1,0,0,0,0,0
00,120249115230940100,ACTIVE,100,0.05,3,0,0,0,0,0
00,120247378425210561,ACTIVE,180,0.05,7,0,0,0,0,0
00,120245832936950630,ACTIVE,79,0.04,2,0,0,0,0,0
00,120246286484520097,ACTIVE,80,0.04,1,0,0,0,0,0
00,120244374958140146,ACTIVE,100,0.04,3,0,0,0,0,0
00,120246711859060674,ACTIVE,50,0.04,4,0,0,0,0,0
00,120247865520180544,ACTIVE,250,0.04,4,0,0,0,0,0
00,120246733877000065,ACTIVE,80,0.04,2,0,0,0,0,0
00,120244270293390320,ACTIVE,120,0.04,4,0,0,0,0,0
00,120246733901990065,ACTIVE,80,0.04,2,0,0,0,0,0
00,120247504171550090,ACTIVE,60,0.04,3,0,0,0,0,0
00,120244374958390146,ACTIVE,100,0.04,1,0,0,0,0,0
00,120235336090360210,ACTIVE,200,0.03,2,0,0,0,0,0
00,120246377047690097,ACTIVE,80,0.03,3,0,0,0,0,0
00,120245343500810686,ACTIVE,80,0.03,2,0,0,0,0,0
00,120245481989400065,ACTIVE,40,0.03,2,0,0,0,0,0
00,120251905954910210,ACTIVE,115,0.03,4,0,0,0,0,0
00,120246586669350241,ACTIVE,200,0.03,7,0,0,0,0,0
00,120249568875230589,ACTIVE,100,0.02,2,0,0,0,0,0
00,120247040934570629,ACTIVE,100,0.02,1,0,0,0,0,0
00,120246024108440751,ACTIVE,195,0.02,2,0,0,0,0,0
00,120245514271740065,ACTIVE,115,0.01,1,0,0,0,0,0
00,120246299721480751,ACTIVE,325,0.01,1,0,0,0,0,0
00,120247872778180425,ACTIVE,100,0.01,3,0,0,0,0,0
00,120245880736570172,ACTIVE,40,0.01,1,0,0,0,0,0
00,120246299672700751,ACTIVE,300,0.01,2,0,0,0,0,0
00,120248248056550462,ACTIVE,92,0.01,1,0,1,0,0,0
00,120247617708360090,ACTIVE,80,0,0,0,0,0,0,0
00,120249666797540247,PAUSED,100,0,0,0,1,0,0,0
00,120248204881060455,ACTIVE,522,0,1,0,0,0,0,0
00,120246501603820241,PAUSED,92,0,0,0,1,0,0,0
00,120251147479060709,ACTIVE,100,0,0,0,0,0,0,0
00,120251147479130709,ACTIVE,100,0,0,0,0,0,0,0
00,120248337634700425,ACTIVE,150,0,2,0,0,0,0,0
00,120248383528420544,ACTIVE,80,0,0,0,0,0,0,0
00,120246273720740455,ACTIVE,1320,0,1,0,0,0,0,0
00,120248881726590283,PAUSED,250,0,0,0,0,0,0,0
00,120248383686370544,ACTIVE,80,0,0,0,0,0,0,0
00,120248383778200544,ACTIVE,80,0,0,0,0,0,0,0
00,120248383778820544,ACTIVE,80,0,0,0,0,0,0,0
00,120248383854990544,ACTIVE,80,0,0,0,0,0,0,0
00,120245547753370179,ACTIVE,80,0,0,0,0,0,0,0
00,120245547600370179,ACTIVE,80,0,0,0,0,0,0,0
00,120254804851540197,ACTIVE,80,0,0,0,0,0,0,0
00,120248383855380544,ACTIVE,80,0,0,0,0,0,0,0
00,120249447732060577,PAUSED,68,0,0,0,1,0,0,0
00,120248383960600544,ACTIVE,80,0,0,0,0,0,0,0
00,120248383960820544,ACTIVE,80,0,0,0,0,0,0,0
00,120248504815070469,ACTIVE,80,0,0,0,0,0,0,0
00,120248504941260469,ACTIVE,80,0,0,0,0,0,0,0
00,120243862977850705,ACTIVE,80,0,0,0,0,0,0,0
00,120243862949130705,PAUSED,80,0,0,0,0,0,0,0
00,6991696262226,ACTIVE,50,0,0,0,0,0,0,0
00,120247597780010751,ACTIVE,40,0,0,0,1,0,0,0
00,6991696263026,ACTIVE,50,0,0,0,0,0,0,0
00,120247617292450090,ACTIVE,60,0,0,0,0,0,0,0
00,120247617392160090,ACTIVE,60,0,0,0,0,0,0,0
00,120246791358470097,ACTIVE,80,0,0,0,0,0,0,0
00,120246791316280097,ACTIVE,80,0,0,0,0,0,0,0
00,120246791316180097,ACTIVE,80,0,0,0,0,0,0,0
00,120247617708310090,ACTIVE,80,0,0,0,0,0,0,0
01,120248455243050455,ACTIVE,425,26.57,761,14,23,0,0,0
01,120244883028360686,ACTIVE,1000,25.78,459,11,18,5,3,111.17
01,120243986668280589,ACTIVE,1200,24.71,572,9,13,1,1,29.980000000000004
01,120247136451350725,ACTIVE,1000,24.3,697,11,15,3,1,68.56
01,120240679404390629,ACTIVE,400,24.240000000000002,683,9,13,1,0,0
01,120247115989130291,ACTIVE,600,20.48,326,15,12,2,1,64.17
01,23857454054570799,ACTIVE,350,19.41,192,4,4,0,0,0
01,120245045512490686,ACTIVE,80,17.62,243,7,6,1,0,0
01,120247583319740586,ACTIVE,500,15.66,562,16,14,2,1,28.98
01,120246005453800291,ACTIVE,600,13.63,281,8,10,1,0,0
01,120243772061640146,ACTIVE,500,13.629999999999999,385,9,9,2,2,117.20000000000002
01,120248911416770577,ACTIVE,1001,11.8,295,5,5,3,1,28.98
01,120246493383140032,ACTIVE,75,11.309999999999999,57,0,0,0,0,0
01,120244749327030686,ACTIVE,1000,11.280000000000001,177,3,7,1,1,29.98
01,120247653059200586,ACTIVE,500,10.440000000000001,343,5,13,2,1,28.98
01,120245010772960663,ACTIVE,301,10.309999999999999,137,3,7,0,0,0
01,120252195344970054,ACTIVE,112,10.270000000000001,106,0,1,0,0,0
01,120247813840340065,ACTIVE,186,9.92,119,1,3,0,0,0
01,120243276755660065,ACTIVE,500,9.719999999999999,215,3,7,1,1,29.98
01,120243843991710129,ACTIVE,150,9.53,378,8,10,0,0,0
01,120244963455410686,ACTIVE,300,9.04,157,3,4,0,0,0
01,120248337451970425,ACTIVE,200,8.899999999999999,203,4,5,0,0,0
01,120249286765290368,ACTIVE,200,8.870000000000001,255,3,4,0,0,0
01,120247280578260065,ACTIVE,200,8.600000000000001,187,2,3,0,0,0
01,120244618043630436,ACTIVE,493,8.47,372,4,12,1,1,99.71
01,120244761352230455,ACTIVE,225,8.44,244,4,4,0,0,0
01,120248510641030431,ACTIVE,370,8.35,135,6,6,2,1,48.17
01,120248508683620431,ACTIVE,370,8.16,176,9,13,1,1,67.93
01,120250789469770586,ACTIVE,500,7.58,194,2,7,0,0,0
01,120248455821250455,ACTIVE,135,7.54,160,1,2,0,0,0
01,120248536187780100,ACTIVE,500,7.450000000000001,200,10,9,2,2,104.32
01,120248641712650319,ACTIVE,440,7.43,182,2,4,0,0,0
01,120246828454030629,ACTIVE,390,7.41,183,6,5,0,0,0
01,120249525957160319,ACTIVE,360,7.27,153,1,1,0,0,0
01,120246191098540320,ACTIVE,480,7.24,257,0,3,0,0,0
01,120244880653330686,ACTIVE,100,7.16,122,1,6,0,0,0
01,120248207465980561,ACTIVE,360,6.96,154,3,4,1,1,72.95
01,120247453929680065,ACTIVE,154,6.93,166,0,0,0,0,0
01,120240258763950179,ACTIVE,310,6.85,377,7,9,1,0,0
01,120244017128390686,ACTIVE,100,6.800000000000001,123,6,7,2,0,0
01,120246178929760752,ACTIVE,300,6.800000000000001,165,4,6,0,0,0
01,120247617708310090,PAUSED,80,6.76,40,0,0,0,0,0
01,120246754801740509,ACTIVE,500,6.38,183,5,5,0,0,0
01,120239930892250650,ACTIVE,300,6.359999999999999,121,5,6,0,0,0
01,120246221877410629,ACTIVE,335,6.319999999999999,169,6,8,0,0,0
01,120245972443720177,ACTIVE,90,6.21,143,1,3,0,0,0
01,120248960171180100,ACTIVE,500,6.16,129,1,1,0,0,0
01,120245201694370686,ACTIVE,100,6.11,105,1,1,0,0,0
01,120246643265130674,ACTIVE,200,6.109999999999999,196,3,3,0,0,0
01,120245334049540065,ACTIVE,370,6.1000000000000005,65,1,1,0,0,0
01,120248863886910695,ACTIVE,132,6.06,65,0,0,0,0,0
01,120244963676310686,ACTIVE,200,5.8,86,1,1,1,1,51.22
01,120243063569770146,ACTIVE,210,5.77,269,5,6,1,0,0
01,120243458344350129,ACTIVE,120,5.77,230,7,6,2,1,68.38
01,120249433591380100,ACTIVE,500,5.75,136,2,4,2,0,0
01,120248622152780695,ACTIVE,188,5.73,141,2,3,1,0,0
01,120248012782330065,ACTIVE,93,5.67,142,3,3,0,0,0
01,120248466107650695,ACTIVE,112,5.66,115,1,1,0,0,0
01,120248089909250065,ACTIVE,92,5.58,90,2,2,0,0,0
01,120250895500810586,ACTIVE,300,5.55,206,2,4,0,0,0
01,120247058049910303,ACTIVE,120,5.49,69,1,0,0,0,0
01,120248681019100152,ACTIVE,166,5.47,213,4,4,0,0,0
01,120244070206100125,ACTIVE,150,5.42,135,1,2,0,0,0
01,120244761350620455,ACTIVE,225,5.369999999999999,140,4,4,1,0,0
01,120247175023780065,ACTIVE,172,5.3,134,3,4,1,1,29.98
01,120245403173560686,ACTIVE,80,5.25,47,1,2,0,0,0
01,120248615909580019,ACTIVE,450,5.18,107,1,2,1,0,0
01,120244164741800146,ACTIVE,149,5.16,183,7,6,2,1,75.21
01,120243844678990129,ACTIVE,120,5.16,160,5,5,0,0,0
01,120243772698800146,ACTIVE,210,5.15,197,2,2,0,0,0
01,120246462278440707,ACTIVE,83,5.109999999999999,95,5,3,0,0,0
01,120247392329370509,ACTIVE,200,5.05,165,1,1,0,0,0
01,120244349822900686,ACTIVE,100,5.029999999999999,108,2,6,2,1,29.979999999999997
01,120244965177310686,ACTIVE,100,5.029999999999999,90,2,2,0,0,0
01,120245972443760177,ACTIVE,90,5,78,2,3,0,0,0
01,120246583047400674,ACTIVE,200,4.99,78,1,0,0,0,0
01,120243227249480177,ACTIVE,100,4.97,90,0,0,0,0,0
01,120248253157450544,ACTIVE,150,4.94,87,1,2,0,0,0
01,120245706333540025,ACTIVE,130,4.92,49,1,1,0,0,0
01,120245487786040032,ACTIVE,127,4.85,88,1,1,0,0,0
01,120244171016080129,ACTIVE,120,4.8100000000000005,170,4,7,0,0,0
01,120245840085750780,ACTIVE,80,4.79,67,0,0,0,0,0
01,120249115231040100,ACTIVE,227,4.78,118,0,2,0,0,0
01,120246338028120241,ACTIVE,630,4.74,231,3,4,0,0,0
01,120247073165120090,ACTIVE,255,4.7,76,0,0,0,0,0
01,120249975165650653,ACTIVE,80,4.640000000000001,82,3,3,0,0,0
01,120246023777450751,ACTIVE,1300,4.63,142,6,10,4,3,99.52
01,120245847712420650,ACTIVE,100,4.609999999999999,70,2,2,0,0,0
01,120247617392160090,ACTIVE,60,4.6,29,1,0,0,0,0
01,120248089909210065,ACTIVE,92,4.58,119,6,4,0,0,0
01,120244793522550320,ACTIVE,120,4.54,175,6,4,0,0,0
01,120245283264760677,ACTIVE,115,4.52,228,4,3,1,1,70.02
01,120245823079650320,ACTIVE,100,4.49,71,0,0,0,0,0
01,120249564842700589,ACTIVE,98,4.49,73,1,1,0,0,0
01,120248326394610455,ACTIVE,199,4.4799999999999995,130,5,5,0,1,60.410000000000004
01,120246697447920610,ACTIVE,80,4.47,32,2,2,1,0,0
01,120245980788570752,ACTIVE,300,4.38,170,5,7,0,0,0
01,120244486414960436,ACTIVE,100,4.36,142,5,7,0,1,129.45999999999998
01,120245823919130320,ACTIVE,360,4.359999999999999,181,3,7,0,0,0
01,120249449512030725,ACTIVE,100,4.32,144,2,4,1,1,49.37
01,120245937398200177,ACTIVE,100,4.3100000000000005,90,2,2,1,0,0
01,120245011207100320,ACTIVE,750,4.3,131,2,6,0,1,58.77
01,120245848127390707,ACTIVE,500,4.27,96,3,4,0,0,0
01,120250501589950722,ACTIVE,80,4.24,85,3,4,0,0,0
01,120244349823030686,ACTIVE,100,4.15,74,1,1,0,0,0
01,120244895884300678,ACTIVE,104,4.140000000000001,30,2,2,0,0,0
01,120244745582820125,ACTIVE,800,4.140000000000001,135,2,3,3,0,0
01,120247059710630214,ACTIVE,120,4.14,50,1,1,0,0,0
01,120246579308100453,ACTIVE,100,4.09,52,0,0,0,0,0
01,120248384078440455,ACTIVE,134,4.0600000000000005,116,1,3,0,0,0
01,120246862640090069,ACTIVE,140,4.050000000000001,85,2,2,0,0,0
01,120246508713670320,ACTIVE,109,4.03,100,3,4,1,1,58.769999999999996
01,120244895884170678,ACTIVE,104,4.03,28,0,0,0,0,0
01,120244802271840788,ACTIVE,200,3.98,60,2,2,0,0,0
01,120247534964830642,ACTIVE,100,3.92,51,0,0,0,0,0
01,120247391144430509,ACTIVE,200,3.92,146,4,4,0,0,0
01,120249672773520589,ACTIVE,97,3.91,95,2,3,0,0,0
01,120249497563510589,ACTIVE,200,3.8699999999999997,87,0,3,0,0,0
01,120247865520180544,ACTIVE,150,3.86,88,2,1,0,0,0
01,120257359768220586,ACTIVE,100,3.84,89,2,2,0,0,0
01,120252072716270054,ACTIVE,115,3.83,72,0,1,0,0,0
01,120244418309490436,ACTIVE,100,3.81,156,2,4,0,0,0
01,120245990795590533,ACTIVE,100,3.8,140,3,2,0,0,0
01,120249151139280057,ACTIVE,100,3.76,22,0,1,0,0,0
01,120246330272670320,ACTIVE,109,3.76,80,0,0,0,0,0
01,120246702062450674,ACTIVE,150,3.73,100,1,2,0,0,0
01,120246599961620214,ACTIVE,160,3.7299999999999995,104,2,3,0,0,0
01,120248490880410455,ACTIVE,134,3.71,57,0,0,0,0,0
01,120251168871300404,ACTIVE,90,3.71,70,1,1,0,0,0
01,120247479945600065,ACTIVE,300,3.7,125,2,3,0,0,0
01,120245840085840780,ACTIVE,80,3.7,57,1,1,0,0,0
01,120246770835970175,ACTIVE,253,3.69,108,3,3,0,0,0
01,120257559013710586,ACTIVE,100,3.66,82,0,0,0,0,0
01,120249672773570589,ACTIVE,97,3.65,48,1,4,1,0,0
01,120247322669120509,ACTIVE,200,3.6399999999999997,132,3,2,0,0,0
01,120247547642310642,ACTIVE,750,3.5700000000000003,73,0,1,0,0,0
01,120247956340000389,ACTIVE,255,3.56,174,2,4,1,0,0
01,120245334049460065,ACTIVE,400,3.54,70,2,3,0,0,0
01,120245833631150707,ACTIVE,450,3.51,86,3,3,0,0,0
01,120248889583930116,ACTIVE,101,3.5,49,2,2,0,0,0
01,120249412510510100,ACTIVE,100,3.49,69,4,4,1,0,0
01,120249005372660589,ACTIVE,178,3.46,50,1,1,1,1,29.979999999999997
01,120249347498540100,ACTIVE,136,3.46,73,2,4,0,0,0
01,120247954410960425,ACTIVE,100,3.4,48,0,0,0,0,0
01,120244374958140146,ACTIVE,100,3.39,66,0,2,0,0,0
01,120249431214270100,ACTIVE,500,3.3899999999999997,67,2,2,0,0,0
01,120246870229730642,ACTIVE,100,3.38,62,1,0,0,0,0
01,120244428953840686,ACTIVE,100,3.38,54,3,3,0,0,0
01,120244783755130320,ACTIVE,450,3.37,175,3,4,0,0,0
01,120241671273870455,ACTIVE,100,3.3600000000000003,40,0,0,0,0,0
01,120249412510530100,ACTIVE,135,3.36,106,3,4,1,0,0
01,120242884733810358,ACTIVE,100,3.34,53,3,4,1,0,0
01,120249283732990100,ACTIVE,140,3.34,83,0,1,0,0,0
01,120249974735390653,ACTIVE,80,3.34,52,3,3,0,0,0
01,120248359442970589,ACTIVE,200,3.33,67,1,1,1,0,0
01,120248371396300544,ACTIVE,80,3.33,69,1,1,1,1,47.52
01,120249105110140210,ACTIVE,132,3.3200000000000003,47,1,1,0,0,0
01,120246615285510642,ACTIVE,450,3.32,112,1,1,0,0,0
01,120248893532100100,ACTIVE,500,3.31,80,2,5,0,0,0
01,120246710213420090,ACTIVE,225,3.29,75,2,1,0,0,0
01,120248726537670152,ACTIVE,99,3.29,92,1,1,0,0,0
01,120248490880340455,ACTIVE,134,3.29,87,0,1,0,0,0
01,120245403173590686,ACTIVE,80,3.2800000000000002,80,2,2,0,0,0
01,120252195345190054,ACTIVE,112,3.25,81,0,1,0,0,0
01,120244823852370686,ACTIVE,100,3.25,39,0,0,0,0,0
01,120247645229990642,ACTIVE,100,3.23,59,1,0,0,0,0
01,120247849750130663,ACTIVE,401,3.22,71,3,4,0,0,0
01,120248490741000152,ACTIVE,200,3.1899999999999995,109,1,0,0,0,0
01,120246701172120677,ACTIVE,124,3.18,38,1,2,1,1,70.02
01,120249251074290319,ACTIVE,120,3.17,119,1,4,0,0,0
01,120246946458510629,ACTIVE,170,3.14,56,2,4,0,0,0
01,120248645284270152,ACTIVE,200,3.13,127,2,2,1,0,0
01,120251239771420586,ACTIVE,138,3.1,73,2,2,0,0,0
01,120244761233710455,ACTIVE,1315,3.1,109,0,1,0,0,0
01,120241066464020065,ACTIVE,289,3.0999999999999996,151,4,4,0,0,0
01,120243144633320146,ACTIVE,100,3.04,80,3,4,0,0,0
01,120246701172200677,ACTIVE,124,3.04,64,0,0,0,0,0
01,120246787004190097,ACTIVE,90,3.04,79,0,0,0,0,0
01,120250447770590013,ACTIVE,80,3.04,26,4,4,1,1,67.67
01,120246850329040065,ACTIVE,100,3.02,34,2,2,0,0,0
01,120244302651980146,ACTIVE,100,3.0199999999999996,71,5,4,0,0,0
01,120243753190540054,ACTIVE,811,2.99,133,1,3,0,0,0
01,120246437959560241,ACTIVE,180,2.99,144,1,1,0,0,0
01,120246153345400650,ACTIVE,125,2.96,28,0,2,0,0,0
01,120247040711430629,ACTIVE,100,2.96,69,4,6,0,0,0
01,120245602350460032,ACTIVE,100,2.94,89,4,5,0,0,0
01,120244967217480436,ACTIVE,100,2.93,98,3,2,0,0,0
01,120248321751560561,ACTIVE,150,2.9,66,1,2,0,0,0
01,120247942948440065,ACTIVE,93,2.87,103,4,5,0,0,0
01,120248321721850561,ACTIVE,150,2.8600000000000003,90,1,1,0,0,0
01,120244034916020436,ACTIVE,155,2.8600000000000003,103,3,3,1,1,41.98
01,120246153345490650,ACTIVE,125,2.86,23,0,2,0,0,0
01,120246273720740455,ACTIVE,1320,2.85,99,0,4,0,0,0
01,120245241360310455,ACTIVE,100,2.84,117,2,3,0,0,0
01,120245119189080630,ACTIVE,165,2.84,93,2,3,1,0,0
01,120250558406210368,ACTIVE,86,2.84,102,1,1,0,0,0
01,120247059696240214,ACTIVE,120,2.81,85,4,5,1,1,24.97
01,120248536188000100,ACTIVE,500,2.7800000000000002,60,0,0,0,0,0
01,120243142609020146,ACTIVE,500,2.77,35,1,1,0,0,0
01,120244480112510436,ACTIVE,100,2.7699999999999996,80,1,1,0,0,0
01,120247389356380455,ACTIVE,100,2.76,45,2,0,0,0,0
01,120245923045620168,ACTIVE,100,2.75,59,2,2,1,1,37.980000000000004
01,120246104095060650,ACTIVE,126,2.75,27,2,2,0,0,0
01,120250413795110709,ACTIVE,100,2.73,48,0,2,0,0,0
01,120248248634970455,ACTIVE,100,2.73,36,1,1,0,0,0
01,120248573692120695,ACTIVE,120,2.72,58,1,1,0,0,0
01,120248737641910722,ACTIVE,68,2.7199999999999998,49,0,0,0,0,0
01,120247868045210695,ACTIVE,300,2.7199999999999998,81,2,5,1,1,37.98
01,120242301213710065,ACTIVE,370,2.7199999999999998,93,3,3,0,0,0
01,120246399807540674,ACTIVE,80,2.6999999999999997,73,0,1,0,0,0
01,120251769553160054,ACTIVE,73,2.69,52,0,0,0,0,0
01,120246330272120320,ACTIVE,100,2.69,71,3,4,0,0,0
01,120243466971930678,ACTIVE,100,2.66,17,0,0,0,0,0
01,120241972248380630,ACTIVE,118,2.65,85,2,3,0,0,0
01,120246508713630320,ACTIVE,109,2.64,102,2,1,0,0,0
01,120248275852660561,ACTIVE,360,2.6399999999999997,116,3,6,0,0,0
01,120248416194170455,ACTIVE,133,2.63,46,0,0,0,0,0
01,120248459419470469,ACTIVE,100,2.55,64,0,0,0,0,0
01,120248557488550695,ACTIVE,150,2.54,90,1,1,0,0,0
01,120249115230940100,ACTIVE,100,2.52,59,4,3,0,0,0
01,120244486325980436,ACTIVE,100,2.5100000000000002,76,2,4,0,0,0
01,120248072969230389,ACTIVE,136,2.51,90,1,2,0,0,0
01,120247623540580509,ACTIVE,104,2.51,91,1,3,1,0,0
01,120248384078410455,ACTIVE,134,2.49,62,2,3,0,0,0
01,120245435760750780,ACTIVE,200,2.48,57,0,0,0,0,0
01,120246270264070320,ACTIVE,200,2.46,63,0,1,0,0,0
01,120235701428400210,ACTIVE,200,2.45,39,1,3,0,0,0
01,120248540698960725,ACTIVE,100,2.45,27,0,0,0,0,0
01,120247508005810509,ACTIVE,100,2.45,66,0,0,0,0,0
01,120245832907210630,ACTIVE,80,2.45,52,4,3,1,1,24.98
01,120249433591590100,ACTIVE,300,2.44,62,1,1,0,0,0
01,120245097017710677,ACTIVE,100,2.44,66,1,2,0,0,0
01,120248415697400455,ACTIVE,125,2.4299999999999997,74,1,0,0,0,0
01,120246410881630707,ACTIVE,82,2.4000000000000004,61,2,1,0,0,0
01,120251147479060709,ACTIVE,100,2.4,72,3,2,0,0,0
01,120248137514550561,ACTIVE,100,2.37,73,4,4,1,1,57.96
01,120248288633070389,ACTIVE,140,2.3600000000000003,63,1,2,0,0,0
01,120248574839550695,ACTIVE,250,2.3600000000000003,65,2,4,0,0,0
01,120251147479130709,ACTIVE,100,2.36,78,2,2,0,0,0
01,120249711938840319,ACTIVE,100,2.35,31,0,0,0,0,0
01,120246191098590320,ACTIVE,400,2.33,72,4,5,0,0,0
01,120244015116230146,ACTIVE,500,2.31,72,1,1,1,1,75.21
01,120244164741820146,ACTIVE,100,2.29,55,4,5,0,0,0
01,120250333835580577,ACTIVE,100,2.29,62,2,2,0,0,0
01,120245800978960674,ACTIVE,300,2.2800000000000002,70,4,6,1,1,29.98
01,120255653285300586,ACTIVE,100,2.2800000000000002,30,2,1,0,0,0
01,120246792247710097,ACTIVE,80,2.25,119,0,4,0,0,0
01,120247199911460090,ACTIVE,100,2.25,63,0,0,0,0,0
01,120252136292710054,ACTIVE,100,2.24,47,0,1,0,0,0
01,120247974813980642,ACTIVE,100,2.24,73,0,0,0,0,0
01,120245706333590025,ACTIVE,140,2.24,36,2,3,0,0,0
01,120248082904020663,ACTIVE,250,2.23,27,1,1,0,0,0
01,120250558361040368,ACTIVE,50,2.23,50,2,2,0,0,0
01,120245608347680133,ACTIVE,260,2.2,37,1,4,1,0,0
01,120245685799910707,ACTIVE,100,2.2,50,3,3,1,0,0
01,120247312197200090,ACTIVE,100,2.2,53,0,1,0,0,0
01,120245343438250686,ACTIVE,80,2.19,28,3,2,1,0,0
01,120243772698880146,ACTIVE,100,2.17,95,1,4,0,0,0
01,120245201694450686,ACTIVE,100,2.15,44,1,1,0,0,0
01,120247066337480477,ACTIVE,90,2.15,27,0,0,0,0,0
01,120245044044890686,ACTIVE,100,2.12,48,0,0,0,0,0
01,120248592991440389,ACTIVE,80,2.1100000000000003,74,1,3,0,0,0
01,120247952380210544,ACTIVE,90,2.1,49,0,0,0,0,0
01,120248204610010425,ACTIVE,190,2.0700000000000003,85,4,3,1,0,0
01,120247971255740065,ACTIVE,200,2.07,71,1,1,1,0,0
01,120246526262050752,ACTIVE,73,2.07,55,2,2,0,0,0
01,120244153272430146,ACTIVE,100,2.05,26,0,0,0,0,0
01,120245404387150125,ACTIVE,80,2.04,41,5,5,0,0,0
01,120246465900910677,ACTIVE,100,2.03,33,1,1,0,0,0
01,120246299721480751,ACTIVE,325,2.01,12,0,0,0,0,0
01,120244761869100436,ACTIVE,100,2,96,1,0,0,0,0
01,120247114547280509,ACTIVE,85,1.99,70,2,3,0,0,0
01,120249073253070116,ACTIVE,100,1.96,35,3,2,1,1,41.72
01,120244164847370788,ACTIVE,85,1.95,41,0,1,0,0,0
01,120245045578670686,ACTIVE,80,1.9499999999999997,46,1,1,1,0,0
01,120248783564790229,ACTIVE,64,1.94,37,0,0,0,0,0
01,6973002165426,ACTIVE,50,1.94,34,0,0,0,0,0
01,120257647437950586,ACTIVE,100,1.94,28,1,1,0,0,0
01,120251977585510210,ACTIVE,111,1.9300000000000002,40,0,1,0,0,0
01,120244242496990780,ACTIVE,100,1.93,49,1,0,0,0,0
01,120244824582450436,ACTIVE,100,1.92,91,2,1,0,0,0
01,120247193573040509,ACTIVE,200,1.92,93,1,1,0,0,0
01,120248386305620455,ACTIVE,100,1.9100000000000001,45,0,0,0,0,0
01,120247438960760043,ACTIVE,320,1.9100000000000001,42,4,4,1,1,25.98
01,120251150600140210,ACTIVE,82,1.91,28,0,0,0,0,0
01,120241067387190788,ACTIVE,85,1.9,30,0,0,0,0,0
01,120242031621370065,ACTIVE,229,1.9,75,0,1,0,0,0
01,120246257869250707,ACTIVE,126,1.89,38,1,2,0,0,0
01,120245738102920780,ACTIVE,80,1.89,48,2,3,1,1,42.97
01,120248955262440283,ACTIVE,100,1.8800000000000001,42,0,1,0,0,0
01,120246526261990752,ACTIVE,73,1.8399999999999999,62,2,1,0,0,0
01,120250086384210057,ACTIVE,100,1.81,22,5,3,0,0,0
01,120248050137610065,ACTIVE,100,1.81,49,2,2,1,0,0
01,120254529951780197,ACTIVE,80,1.8099999999999998,42,1,2,0,0,0
01,120245880144290630,ACTIVE,80,1.7799999999999998,60,1,1,0,0,0
01,120247547590960642,ACTIVE,320,1.76,53,3,3,0,0,0
01,120246471244780065,ACTIVE,135,1.76,33,1,1,0,0,0
01,120247467570380455,ACTIVE,191,1.75,44,0,0,0,0,0
01,120249360920670725,ACTIVE,200,1.73,22,1,1,0,1,28.98
01,120246468260540320,ACTIVE,109,1.72,63,4,3,0,0,0
01,120245250322490642,ACTIVE,650,1.72,54,0,0,0,0,0
01,120245063703470133,ACTIVE,180,1.71,49,1,1,0,0,0
01,120245343640550686,ACTIVE,80,1.7,8,1,2,1,1,123.67000000000002
01,120235701428420210,ACTIVE,200,1.6800000000000002,50,1,1,0,0,0
01,120243951377020125,ACTIVE,150,1.68,36,0,1,0,0,0
01,120245832936950630,ACTIVE,79,1.68,21,0,1,1,1,29.979999999999997
01,120246819645500629,ACTIVE,100,1.67,49,2,1,0,0,0
01,120245031811820436,ACTIVE,116,1.67,51,1,2,0,0,0
01,23857604274220799,ACTIVE,80,1.67,9,0,0,0,0,0
01,120249013372050100,ACTIVE,100,1.67,49,2,2,0,0,0
01,120240901145360175,ACTIVE,325,1.6600000000000001,80,0,0,0,0,0
01,120248808316220695,ACTIVE,100,1.6400000000000001,41,3,3,0,0,0
01,120248288633270389,ACTIVE,100,1.63,63,2,3,0,0,0
01,120247311646990509,ACTIVE,100,1.62,50,2,1,0,0,0
01,120247568068640509,ACTIVE,100,1.6099999999999999,74,1,1,0,0,0
01,120244428953860686,ACTIVE,100,1.6,49,1,1,0,0,0
01,120247568032920509,ACTIVE,100,1.6,47,0,1,0,0,0
01,120248229485400425,ACTIVE,600,1.5699999999999998,80,1,1,0,0,0
01,120244761515050455,ACTIVE,135,1.56,45,1,2,0,0,0
01,120247501239270509,ACTIVE,500,1.56,55,2,2,0,0,0
01,120250447831790013,ACTIVE,80,1.55,20,0,0,0,0,0
01,120245124561510686,ACTIVE,80,1.54,37,0,0,0,0,0
01,120248337634670425,ACTIVE,150,1.54,34,1,2,1,0,0
01,120247568013690509,ACTIVE,100,1.52,55,2,3,0,0,0
01,120244824816070686,ACTIVE,500,1.52,31,0,0,0,0,0
01,120250554304290404,ACTIVE,200,1.51,22,2,2,0,0,0
01,120242847129030686,ACTIVE,100,1.5,29,0,1,0,0,0
01,120246579308140453,ACTIVE,100,1.5,14,1,1,0,0,0
01,120245286173130686,ACTIVE,80,1.49,20,0,0,0,0,0
01,120245832907270630,ACTIVE,97,1.49,22,0,0,0,0,0
01,120244794017770320,ACTIVE,360,1.46,33,0,2,1,0,0
01,120247624135200509,ACTIVE,102,1.46,64,0,0,0,0,0
01,120247220172900175,ACTIVE,87,1.46,42,0,1,0,0,0
