hh,campaign_id,status,budget,spent,impressions,clicks,views,checkout,purchase,rev
01,120247767157610303,ACTIVE,68,1.4500000000000002,31,4,3,0,0,0
01,120249088233310651,ACTIVE,150,1.4500000000000002,48,1,2,0,0,0
01,120249613746370589,ACTIVE,98,1.44,43,1,2,0,0,0
01,120245848127430707,ACTIVE,300,1.4300000000000002,47,1,1,0,0,0
01,120244374958390146,ACTIVE,100,1.4300000000000002,54,0,0,0,0,0
01,120245736523970177,ACTIVE,100,1.42,45,0,2,1,1,29.979999999999997
01,120256546977430586,ACTIVE,100,1.41,60,0,1,0,0,0
01,120249120674110404,ACTIVE,300,1.4000000000000001,38,3,3,0,0,0
01,120248218451590126,ACTIVE,89,1.3800000000000001,36,0,3,0,0,0
01,120249974735370653,ACTIVE,80,1.38,26,1,1,0,0,0
01,120244156901670146,ACTIVE,100,1.38,72,3,4,1,0,0
01,120247114934220455,ACTIVE,120,1.36,34,0,0,0,0,0
01,120240849899190788,ACTIVE,10,1.36,7,0,0,0,0,0
01,120249283733020100,ACTIVE,100,1.36,31,1,1,0,0,0
01,120246381767620032,ACTIVE,200,1.3599999999999999,23,2,2,1,1,22.979999999999997
01,120243593808880146,ACTIVE,300,1.3399999999999999,37,4,2,1,1,106.71000000000001
01,120245490989600133,ACTIVE,100,1.33,16,0,0,0,0,0
01,120248443467340561,ACTIVE,87,1.32,27,1,1,0,0,0
01,120250445767170166,ACTIVE,30,1.32,32,1,1,0,0,0
01,120247624149520509,ACTIVE,102,1.31,29,0,0,0,0,0
01,120248823290310722,ACTIVE,80,1.31,10,1,1,0,0,0
01,120248703982740229,ACTIVE,108,1.31,28,0,0,0,0,0
01,120251271772250166,ACTIVE,30,1.3,44,2,2,0,0,0
01,120245284137880686,ACTIVE,500,1.3,28,0,0,0,0,0
01,120248151239370425,ACTIVE,200,1.29,39,1,1,0,0,0
01,120248455212740455,ACTIVE,123,1.29,16,1,0,0,0,0
01,120248091199340642,ACTIVE,100,1.28,24,1,0,0,0,0
01,120245284052330686,ACTIVE,80,1.27,42,1,2,0,0,0
01,120257843052780586,ACTIVE,30,1.2600000000000002,35,0,1,0,0,0
01,120248383861080100,ACTIVE,100,1.25,39,2,2,1,0,0
01,120246145506950470,ACTIVE,50,1.24,42,1,1,0,0,0
01,120250790045220586,ACTIVE,150,1.24,48,2,2,1,1,28.98
01,120248783564770229,ACTIVE,152,1.24,21,1,1,0,0,0
01,120245380137820707,ACTIVE,320,1.23,38,1,0,0,0,0
01,120244906297410788,ACTIVE,50,1.22,20,0,0,0,0,0
01,120246624479580241,ACTIVE,129,1.22,53,0,1,0,0,0
01,120245286173120686,ACTIVE,80,1.21,29,0,0,0,0,0
01,120249286682560368,ACTIVE,300,1.2000000000000002,42,0,0,0,0,0
01,120249975165620653,ACTIVE,80,1.2000000000000002,29,0,0,0,0,0
01,120249711938850319,ACTIVE,100,1.1900000000000002,42,0,1,0,0,0
01,120242746886630788,ACTIVE,200,1.19,32,2,3,1,1,65.95
01,120247617708360090,ACTIVE,80,1.19,21,0,1,1,0,0
01,120248502435950168,ACTIVE,90,1.18,10,0,1,0,0,0
01,120244270293390320,ACTIVE,120,1.17,42,2,2,0,0,0
01,120245899907660065,ACTIVE,115,1.17,26,2,2,0,0,0
01,120251182287020427,ACTIVE,129,1.16,35,1,1,0,0,0
01,120254678507630197,ACTIVE,80,1.16,23,0,0,0,0,0
01,120248862702290229,ACTIVE,80,1.15,24,0,0,0,0,0
01,120248469524600389,ACTIVE,81,1.12,42,1,2,0,0,0
01,120247195869560175,ACTIVE,125,1.12,20,1,1,0,0,0
01,120247512395240090,ACTIVE,112,1.11,24,0,0,0,0,0
01,120246309078080032,ACTIVE,200,1.1099999999999999,37,1,2,0,0,0
01,120244076954630146,ACTIVE,100,1.1,38,0,0,0,0,0
01,120251360834810166,ACTIVE,100,1.08,23,1,1,0,0,0
01,23857604274280799,ACTIVE,80,1.05,11,0,0,0,0,0
01,120248025748300126,ACTIVE,100,1.04,45,0,1,0,0,0
01,120249449512110725,ACTIVE,100,1.04,46,2,2,0,0,0
01,120247438813810043,ACTIVE,200,1.03,12,2,2,0,0,0
01,120248385353200168,ACTIVE,100,1.02,28,3,3,0,0,0
01,120246024108390751,ACTIVE,500,1.02,25,0,0,0,0,0
01,120249666267500247,ACTIVE,100,1.01,24,3,3,0,0,0
01,120257759476400586,ACTIVE,30,1,17,0,0,0,0,0
01,120244761582650436,ACTIVE,100,0.99,46,3,4,1,0,0
01,120244837091010678,ACTIVE,104,0.98,34,0,0,0,0,0
01,120243929504820146,ACTIVE,100,0.98,41,2,2,0,0,0
01,120245750558170707,ACTIVE,100,0.98,35,2,2,0,0,0
01,120246624479910241,ACTIVE,129,0.97,44,0,1,1,0,0
01,120247292031280175,ACTIVE,86,0.96,37,0,0,0,0,0
01,120257843668740586,ACTIVE,100,0.92,35,1,1,0,0,0
01,120244674407170788,ACTIVE,200,0.9199999999999999,25,0,0,0,0,0
01,120244447104190303,ACTIVE,40,0.9199999999999999,29,0,0,0,0,0
01,120245010386240709,ACTIVE,100,0.91,24,0,0,0,0,0
01,120252090439270054,ACTIVE,100,0.9,29,0,1,0,0,0
01,120245514271720065,ACTIVE,115,0.9,21,0,0,0,0,0
01,120245339156780686,ACTIVE,80,0.9,8,0,0,0,0,0
01,120246415849650214,ACTIVE,120,0.8900000000000001,19,0,0,0,0,0
01,120247324556450065,ACTIVE,100,0.89,11,0,0,0,0,0
01,120249449604610725,ACTIVE,100,0.89,30,0,0,0,0,0
01,120248443467260561,ACTIVE,87,0.88,13,0,0,0,0,0
01,120244302719110146,ACTIVE,100,0.8799999999999999,41,0,0,0,0,0
01,120247944389060751,ACTIVE,100,0.8600000000000001,20,1,1,0,0,0
01,120246369904900032,ACTIVE,200,0.85,33,1,1,0,0,0
01,120248162819270126,ACTIVE,89,0.85,25,0,0,0,0,0
01,120242301213170065,ACTIVE,300,0.8400000000000001,42,1,2,2,0,0
01,120249568875230589,ACTIVE,100,0.8300000000000001,10,0,0,0,0,0
01,120245038475150436,ACTIVE,100,0.83,35,1,1,0,0,0
01,120251769553070054,ACTIVE,110,0.81,29,0,0,0,0,0
01,120244906297460788,ACTIVE,50,0.8,22,0,0,0,0,0
01,120245861174350177,ACTIVE,100,0.8,21,0,1,0,0,0
01,120247866311490389,ACTIVE,100,0.77,30,1,0,0,0,0
01,120247245979210389,ACTIVE,100,0.77,32,3,2,0,0,0
01,120244302719050146,ACTIVE,100,0.77,14,0,0,0,0,0
01,120251063106910166,ACTIVE,50,0.77,27,0,0,0,0,0
01,120245049415260032,ACTIVE,200,0.71,30,1,2,0,0,0
01,120242700474080358,ACTIVE,100,0.71,17,0,0,0,0,0
01,120250691304310722,ACTIVE,50,0.6900000000000001,11,1,1,0,0,0
01,120247582615180509,ACTIVE,100,0.6900000000000001,14,0,0,0,0,0
01,120248502435680168,ACTIVE,90,0.69,17,1,1,0,0,0
01,120248207466280561,ACTIVE,60,0.6699999999999999,20,1,1,0,0,0
01,120244234919350146,ACTIVE,500,0.66,39,1,1,0,0,0
01,120246299672700751,ACTIVE,300,0.66,14,0,0,0,0,0
01,120245044044870686,ACTIVE,100,0.65,9,0,0,0,0,0
01,120248378850380425,ACTIVE,136,0.61,12,0,0,0,0,0
01,120250747283060166,ACTIVE,30,0.6,20,2,2,0,0,0
01,120247040934570629,ACTIVE,100,0.6,15,0,0,0,0,0
01,120250023023480279,ACTIVE,80,0.6,15,0,0,0,0,0
01,120250838901590404,ACTIVE,50,0.6,4,0,0,0,0,0
01,120245612998430455,ACTIVE,100,0.59,18,1,1,0,0,0
01,120248082904030663,ACTIVE,150,0.5800000000000001,29,0,0,0,0,0
01,120248091199310642,ACTIVE,100,0.5700000000000001,28,1,2,0,0,0
01,120249448508060725,ACTIVE,100,0.5700000000000001,19,0,0,0,0,0
01,120249316661270663,ACTIVE,100,0.5700000000000001,17,0,0,0,0,0
01,120248040060750126,ACTIVE,80,0.5700000000000001,26,1,2,0,0,0
01,120243818426660705,ACTIVE,80,0.56,11,0,0,0,0,0
01,120246818759970303,ACTIVE,40,0.56,20,0,0,0,0,0
01,120251271772310166,ACTIVE,30,0.55,23,0,0,0,0,0
01,120246733901990065,ACTIVE,80,0.55,7,0,0,0,0,0
01,120250447771000013,ACTIVE,80,0.54,15,1,1,0,0,0
01,120257919054460586,ACTIVE,30,0.54,19,0,1,0,0,0
01,120245004525000780,ACTIVE,100,0.53,12,0,0,0,0,0
01,120248737641880722,ACTIVE,80,0.53,12,0,1,0,0,0
01,120249550517720100,ACTIVE,92,0.52,13,0,0,0,0,0
01,120248772494200152,ACTIVE,95,0.5,36,0,0,0,0,0
01,120245514271740065,ACTIVE,115,0.5,13,0,0,0,0,0
01,120247504003780425,ACTIVE,133,0.49,14,0,0,0,0,0
01,120250287165040577,ACTIVE,100,0.48000000000000004,11,0,0,0,0,0
01,120252152736310054,ACTIVE,100,0.47,11,0,0,0,0,0
01,120245899907890065,ACTIVE,115,0.46,12,1,1,0,0,0
01,120247582683440509,ACTIVE,50,0.43000000000000005,13,1,1,0,0,0
01,120246643142900065,ACTIVE,100,0.42000000000000004,15,0,0,0,0,0
01,120245880736570172,ACTIVE,40,0.42,9,0,0,0,0,0
01,120245481989440065,ACTIVE,40,0.41000000000000003,6,1,2,2,1,29.98
01,120246145189280470,ACTIVE,50,0.4,22,1,1,0,0,0
01,120246040085600751,ACTIVE,600,0.39,17,0,2,0,0,0
01,120245251316060477,ACTIVE,100,0.39,16,0,0,0,0,0
01,120246697447950610,ACTIVE,80,0.38,13,0,0,0,0,0
01,120247512395290090,ACTIVE,225,0.38,10,0,0,0,0,0
01,120246733902040065,ACTIVE,80,0.37,4,0,0,0,0,0
01,120246733877000065,ACTIVE,80,0.36,13,1,1,0,0,0
01,120244431777030751,ACTIVE,1000,0.36,17,0,1,0,0,0
01,120246962698770090,ACTIVE,425,0.36,9,0,0,0,0,0
01,120246583142090674,ACTIVE,60,0.35,9,0,0,0,0,0
01,120248204881060455,ACTIVE,522,0.35,15,0,0,0,0,0
01,120248922585490210,ACTIVE,200,0.34,19,0,0,0,0,0
01,120248318269050152,ACTIVE,120,0.33999999999999997,15,0,1,0,0,0
01,120247378425210561,ACTIVE,180,0.32,25,1,2,0,0,0
01,120246709429840674,ACTIVE,121,0.32,11,0,1,0,0,0
01,120248056801340561,ACTIVE,60,0.31,8,0,0,0,0,0
01,120257843668650586,ACTIVE,100,0.31,12,0,0,0,0,0
01,120248546074540389,ACTIVE,80,0.31,24,0,0,0,0,0
01,120248880534940100,ACTIVE,100,0.31,10,0,0,0,0,0
01,120247195869530175,ACTIVE,225,0.31,15,0,0,0,0,0
01,120257763329830586,ACTIVE,30,0.29000000000000004,15,0,0,0,0,0
01,120247293641570642,ACTIVE,120,0.28,9,0,0,0,0,0
01,120247504171550090,ACTIVE,60,0.27,7,1,1,0,0,0
01,120246733876960065,ACTIVE,80,0.27,8,0,0,0,0,0
01,120250558406540368,ACTIVE,86,0.27,16,0,0,0,0,0
01,120247942948360065,ACTIVE,93,0.27,13,0,0,0,0,0
01,120246286484520097,ACTIVE,80,0.27,5,0,0,0,0,0
01,120245380678000025,ACTIVE,100,0.27,6,0,0,0,0,0
01,120249985748090577,ACTIVE,101,0.27,10,0,1,0,0,0
01,120251905954910210,ACTIVE,115,0.26,14,0,0,0,0,0
01,120246299721450751,ACTIVE,195,0.25,4,1,1,0,0,0
01,120245832936880630,ACTIVE,66,0.24000000000000002,8,0,0,0,0,0
01,120247872778180425,ACTIVE,100,0.24,9,0,0,0,0,0
01,120251014701570404,ACTIVE,50,0.24,1,0,0,0,0,0
01,120248862675940229,ACTIVE,72,0.24,10,0,0,0,0,0
01,120245343345740686,ACTIVE,80,0.24,10,1,1,0,0,0
01,120246145364940470,ACTIVE,50,0.24,11,0,0,0,0,0
01,120245691728160470,ACTIVE,5,0.23,1,0,0,0,0,0
01,120245286882710686,ACTIVE,100,0.22,8,0,0,0,0,0
01,120244235259940678,ACTIVE,30,0.21000000000000002,6,0,0,0,0,0
01,120246586669350241,ACTIVE,200,0.21,28,1,2,0,0,0
01,120245687813040097,ACTIVE,81,0.2,7,1,2,0,0,0
01,120247059696170214,ACTIVE,120,0.19,12,0,0,0,0,0
01,120246471244730065,ACTIVE,135,0.19,26,1,0,0,0,0
01,120244302440310146,ACTIVE,100,0.19,8,0,0,0,0,0
01,120245339157220686,ACTIVE,80,0.17,5,0,0,0,0,0
01,120248248056550462,ACTIVE,92,0.17,3,1,1,0,0,0
01,120245792848160780,ACTIVE,80,0.17,4,0,0,0,0,0
01,120245889270610065,ACTIVE,40,0.16,12,0,0,0,0,0
01,120251979298110210,ACTIVE,50,0.16,9,0,0,0,0,0
01,120245466475590630,ACTIVE,40,0.14,7,0,0,0,0,0
01,120247375816630090,ACTIVE,80,0.14,5,0,0,0,0,0
01,120257919054520586,ACTIVE,30,0.13,12,0,0,0,0,0
01,120246631635420097,ACTIVE,80,0.13,5,0,0,0,0,0
01,120249498623060100,ACTIVE,91,0.13,8,0,0,0,0,0
01,120245343500810686,ACTIVE,80,0.13,4,0,0,0,0,0
01,120246377047690097,ACTIVE,80,0.12,7,0,0,0,0,0
01,120245286882760686,ACTIVE,100,0.11,3,0,0,0,0,0
01,120248337634700425,ACTIVE,150,0.11,8,0,0,0,0,0
01,120247944389010751,ACTIVE,100,0.1,4,0,0,0,0,0
01,120248955262410283,ACTIVE,100,0.09,7,0,0,0,0,0
01,120235336090360210,ACTIVE,200,0.09,7,0,0,0,0,0
01,120248378850330425,ACTIVE,136,0.07,4,0,0,0,0,0
01,120246731736950097,ACTIVE,80,0.07,7,0,0,0,0,0
01,120247558121560065,ACTIVE,100,0.07,5,0,0,0,0,0
01,120250447799910013,ACTIVE,80,0.07,2,0,0,0,0,0
01,120246299672740751,ACTIVE,195,0.07,5,0,2,1,1,22.98
01,120244302638970146,ACTIVE,100,0.07,2,0,0,0,0,0
01,120248455212780455,ACTIVE,123,0.07,6,0,1,0,0,0
01,120245833042190630,ACTIVE,58,0.07,3,0,0,0,0,0
01,120251423402290404,ACTIVE,50,0.07,3,0,0,0,0,0
01,120245481989400065,ACTIVE,40,0.06,4,0,0,0,0,0
01,120251467533360166,ACTIVE,30,0.06,3,0,0,0,0,0
01,120246711859060674,ACTIVE,50,0.06,6,0,0,0,0,0
01,120248252688100544,ACTIVE,100,0.05,2,0,0,0,0,0
01,120246024108440751,ACTIVE,195,0.05,5,0,0,0,0,0
01,120244823852300686,ACTIVE,100,0.05,5,0,0,0,0,0
01,120245343583750686,ACTIVE,80,0.04,1,0,0,0,0,0
01,120251979360490210,ACTIVE,50,0.04,3,0,0,0,0,0
01,120246338247960241,ACTIVE,100,0.04,2,0,0,0,0,0
01,120251014701600404,ACTIVE,50,0.03,2,0,0,0,0,0
01,120247597780010751,ACTIVE,40,0.03,1,0,1,0,0,0
01,120245099365240470,ACTIVE,5,0.02,1,0,0,0,0,0
01,120246299672680751,ACTIVE,115,0.02,4,0,0,0,0,0
01,120245136181480470,ACTIVE,5,0.01,1,0,0,0,0,0
01,120249498623270100,ACTIVE,91,0.01,1,0,0,0,0,0
01,120257843052670586,ACTIVE,30,0.01,1,0,0,0,0,0
01,120251292838090427,ACTIVE,100,0,0,0,0,0,0,0
01,120251292838130427,ACTIVE,100,0,0,0,0,0,0,0
01,120248383960600544,ACTIVE,80,0,0,0,0,0,0,0
01,120248383960820544,ACTIVE,80,0,0,0,0,0,0,0
01,120246792894740097,ACTIVE,80,0,0,0,0,0,0,0
01,120251467533420166,ACTIVE,30,0,2,0,1,0,0,0
01,120248504815070469,ACTIVE,80,0,0,0,0,0,0,0
01,120248504941260469,ACTIVE,80,0,0,0,0,0,0,0
01,120243862977850705,ACTIVE,80,0,0,0,0,0,0,0
01,120248507721970469,ACTIVE,80,0,0,0,0,0,0,0
01,120248507722020469,ACTIVE,80,0,0,0,0,0,0,0
01,120243862949130705,PAUSED,80,0,0,0,0,0,0,0
01,120245547753370179,ACTIVE,80,0,0,0,0,0,0,0
01,120246312788110126,PAUSED,200,0,0,0,1,0,0,0
01,120245547600370179,ACTIVE,80,0,0,0,0,0,0,0
01,6991696263026,ACTIVE,50,0,0,0,0,0,0,0
01,120248012782270065,ACTIVE,93,0,1,0,0,0,0,0
01,120245343766870686,ACTIVE,80,0,1,0,0,0,0,0
01,120247944597940065,PAUSED,100,0,0,0,1,0,0,0
01,120254804851540197,ACTIVE,80,0,0,0,0,0,0,0
01,120250413795050709,ACTIVE,700,0,0,0,1,0,0,0
01,120246501603820241,PAUSED,92,0,0,0,1,0,0,0
01,120248881726590283,PAUSED,250,0,0,0,0,0,0,0
01,120247617292450090,ACTIVE,60,0,0,0,0,0,0,0
01,120249666797540247,PAUSED,100,0,0,0,1,0,0,0
01,120248959176740725,PAUSED,1000,0,0,0,1,0,0,0
01,120246710213410090,ACTIVE,132,0,1,0,0,0,0,0
01,120246791316180097,PAUSED,80,0,0,0,0,0,0,0
01,120257843861530586,PAUSED,20,0,0,0,1,0,0,0
01,120246791316280097,PAUSED,80,0,0,0,0,0,0,0
01,120249447732060577,PAUSED,68,0,0,0,1,0,0,0
01,120246791358470097,ACTIVE,80,0,0,0,0,0,0,0
01,120246792894660097,ACTIVE,80,0,0,0,0,0,0,0
01,23857731004200794,ACTIVE,100,0,0,0,0,0,0,0
01,23857731004250794,ACTIVE,100,0,0,0,0,0,0,0
01,120247312196970090,PAUSED,100,0,0,0,1,1,1,86.35
01,6991696262226,ACTIVE,50,0,0,0,0,0,0,0
01,120248383686370544,ACTIVE,80,0,0,0,0,0,0,0
01,120248383778200544,ACTIVE,80,0,0,0,0,0,0,0
01,120248383528420544,ACTIVE,80,0,0,0,0,0,0,0
01,120248383778820544,ACTIVE,80,0,0,0,0,0,0,0
01,120248383854990544,ACTIVE,80,0,0,0,0,0,0,0
01,120248383855380544,ACTIVE,80,0,0,0,0,0,0,0
02,120244883028360686,ACTIVE,1000,65.54,1248,48,46,11,6,278.54999999999995
02,120243986668280589,ACTIVE,1200,64.51,1712,31,33,4,3,109.48
02,120244761233710455,ACTIVE,1315,57.45,1896,36,52,1,1,60.410000000000004
02,120246273720740455,ACTIVE,1320,52.150000000000006,1382,31,44,4,3,205.19
02,120247136451350725,ACTIVE,1000,48.650000000000006,1471,27,34,5,3,167.3
02,120248455243050455,ACTIVE,425,43.42,1288,35,34,4,2,144.78
02,120240679404390629,ACTIVE,400,39.349999999999994,1163,18,20,2,0,0
02,120244749327030686,ACTIVE,1000,38.769999999999996,749,16,17,2,1,29.98
02,120247583319740586,ACTIVE,500,37.57,1502,35,34,4,2,57.96
02,120247115989130291,ACTIVE,600,33.57,611,20,17,2,1,64.17
02,23857454054570799,ACTIVE,350,32.81,359,5,4,0,0,0
02,120248911416770577,ACTIVE,1001,27.590000000000003,710,17,18,4,1,28.98
02,120243276755660065,ACTIVE,500,27.369999999999997,631,10,12,1,1,29.98
02,120247653059200586,ACTIVE,500,26.67,893,19,23,3,2,93.94000000000001
02,120243772061640146,ACTIVE,500,26.37,737,15,18,2,2,117.20000000000002
02,120248508683620431,ACTIVE,370,25.25,504,11,14,1,1,67.93
02,120246005453800291,ACTIVE,600,23.69,483,16,17,3,2,101.15
02,120244618043630436,ACTIVE,493,22.82,982,21,29,2,2,141.69
02,120246754801740509,ACTIVE,500,22.25,603,14,14,0,0,0
02,120244963455410686,ACTIVE,300,21.47,465,5,8,0,0,0
02,120248510641030431,ACTIVE,370,20.25,366,11,9,2,1,48.17
02,120245010772960663,ACTIVE,301,20.2,289,11,13,1,1,37.98
02,120250789469770586,ACTIVE,500,19.56,605,16,22,2,2,78.35
02,120247813840340065,ACTIVE,186,19.21,297,9,8,0,0,0
02,120246191098540320,ACTIVE,480,19.15,702,14,20,2,1,58.77
02,120252195344970054,ACTIVE,112,19.08,234,0,3,0,0,0
02,120248536187780100,ACTIVE,500,18.75,467,14,12,2,2,104.32
02,120245334049540065,ACTIVE,370,18.48,259,9,10,2,1,49.51
02,120249525957160319,ACTIVE,360,18.05,434,7,7,0,0,0
02,120245045512490686,ACTIVE,80,18.020000000000003,258,7,6,1,0,0
02,120248204881060455,ACTIVE,522,17.11,607,6,11,0,0,0
02,120248960171180100,ACTIVE,500,16.69,401,7,9,0,0,0
02,120246828454030629,ACTIVE,390,16.57,409,12,13,1,0,0
02,120248615909580019,ACTIVE,450,16.21,280,3,10,4,0,0
02,120246338028120241,ACTIVE,630,16.169999999999998,787,9,11,1,1,43.980000000000004
02,120246770835970175,ACTIVE,253,16.13,411,10,12,1,0,0
02,120246153345490650,ACTIVE,125,15.99,145,4,5,0,0,0
02,120247280578260065,ACTIVE,200,15.89,336,9,8,1,0,0
02,120249433591380100,ACTIVE,300,15.57,320,13,13,3,1,38.17
02,120245334049460065,ACTIVE,400,15.54,256,8,12,2,2,79.5
02,120241066464020065,ACTIVE,289,15.53,713,12,16,1,0,0
02,120249497563510589,ACTIVE,200,15.280000000000001,294,8,11,1,0,0
02,120240258763950179,ACTIVE,310,15.16,814,17,14,1,0,0
02,120246153345400650,ACTIVE,125,15.15,216,10,9,1,0,0
02,120245972443720177,ACTIVE,90,15.07,334,3,5,0,0,0
02,120246493383140032,ACTIVE,75,15.059999999999999,130,4,2,0,0,0
02,120247175023780065,ACTIVE,172,15.04,407,11,11,2,1,29.98
02,120246023777450751,ACTIVE,1300,14.99,366,13,18,4,3,99.52
02,120247612701680090,ACTIVE,124,14.950000000000001,233,8,7,0,0,0
02,120248641712650319,ACTIVE,440,14.85,382,4,4,0,0,0
02,120245848127390707,ACTIVE,500,14.85,352,7,14,1,1,37.37
02,120244761352230455,ACTIVE,225,14.440000000000001,427,8,10,0,0,0
02,120248326394610455,ACTIVE,199,14.200000000000001,344,10,10,0,1,60.410000000000004
02,120248893532100100,ACTIVE,500,14.14,293,10,15,1,1,52.56
02,120246643265130674,ACTIVE,200,14.14,447,9,7,2,1,29.979999999999997
02,120239930892250650,ACTIVE,300,14.1,247,9,8,1,0,0
02,120248089909250065,ACTIVE,92,14,237,2,2,0,0,0
02,120249286765290368,ACTIVE,200,13.989999999999998,460,8,9,1,1,69.57
02,120247479945600065,ACTIVE,300,13.940000000000001,418,7,7,0,0,0
02,120248863886910695,ACTIVE,132,13.77,271,6,7,1,0,0
02,120246221877410629,ACTIVE,335,13.57,363,11,13,0,0,0
02,120247066337480477,ACTIVE,90,13.56,143,3,3,0,0,0
02,120250895500810586,ACTIVE,300,13.46,485,7,11,2,1,49.370000000000005
02,120248207465980561,ACTIVE,360,13.36,371,9,8,2,2,97.93
02,120248012782330065,ACTIVE,93,13.23,344,8,10,1,0,0
02,120243843991710129,ACTIVE,150,13.06,543,13,12,0,0,0
02,120243063569770146,ACTIVE,210,12.78,557,9,14,1,0,0
02,120245840085750780,ACTIVE,80,12.77,158,2,4,0,0,0
02,120248253157450544,ACTIVE,80,12.73,267,8,8,0,0,0
02,120249431214270100,ACTIVE,500,12.7,310,9,7,0,0,0
02,120244880653330686,ACTIVE,100,12.7,206,5,7,0,0,0
02,120247453929680065,ACTIVE,154,12.520000000000001,319,2,1,0,0,0
02,120248378850330425,ACTIVE,136,12.36,141,0,2,0,0,0
02,120245011207100320,ACTIVE,750,12.29,334,7,9,1,1,58.77
02,120249151139280057,ACTIVE,100,12.280000000000001,95,1,3,0,0,0
02,120245403173560686,ACTIVE,80,12.23,136,6,6,1,0,0
02,120252195345190054,ACTIVE,112,12.21,260,4,4,0,0,0
02,120248490880410455,ACTIVE,134,11.870000000000001,208,1,1,0,0,0
02,120243772698800146,ACTIVE,210,11.77,445,5,6,0,0,0
02,120244963676310686,ACTIVE,200,11.719999999999999,254,2,3,1,1,51.22
02,120245201694370686,ACTIVE,100,11.620000000000001,207,1,1,0,0,0
02,120247956340000389,ACTIVE,255,11.49,539,10,12,1,0,0
02,120248218451590126,ACTIVE,89,11.469999999999999,207,9,10,1,1,29.98
02,120245487786040032,ACTIVE,127,11.379999999999999,222,2,4,1,0,0
02,120247865520180544,ACTIVE,80,11.37,265,3,3,1,0,0
02,120250413795110709,ACTIVE,100,11.350000000000001,192,6,6,0,0,0
02,120248248056550462,ACTIVE,92,11.3,109,2,2,0,0,0
02,120244349822900686,ACTIVE,100,11.25,212,7,9,2,1,29.979999999999997
02,120248378850380425,ACTIVE,136,11.23,173,1,1,0,0,0
02,120246701172120677,ACTIVE,124,11.19,197,5,6,2,1,70.02
02,120249974735390653,ACTIVE,80,11.14,142,4,5,0,0,0
02,120248455821250455,ACTIVE,135,11.09,257,6,8,1,0,0
02,120245937398200177,ACTIVE,100,11.09,216,3,4,1,0,0
02,120248337451970425,ACTIVE,200,11.09,292,6,7,0,0,0
02,120245972443760177,ACTIVE,90,11.040000000000001,193,4,6,0,0,0
02,120245980788570752,ACTIVE,300,10.9,434,11,20,4,2,95.93
02,120249115231040100,ACTIVE,227,10.899999999999999,266,4,5,0,0,0
02,120248502435950168,ACTIVE,90,10.83,146,1,1,0,0,0
02,120249005372660589,ACTIVE,178,10.780000000000001,209,5,5,1,1,29.979999999999997
02,120244761350620455,ACTIVE,225,10.76,296,7,7,2,0,0
02,120244745582820125,ACTIVE,800,10.739999999999998,326,5,7,3,0,0
02,120244070206100125,ACTIVE,150,10.73,287,7,7,1,1,97.71
02,120244965177310686,ACTIVE,100,10.68,194,3,5,1,1,31.22
02,120245010386240709,ACTIVE,100,10.620000000000001,200,5,4,1,0,0
02,120242031621370065,ACTIVE,229,10.51,301,4,4,0,0,0
02,120249672773570589,ACTIVE,97,10.49,183,5,6,2,1,29.98
02,120247612701760090,ACTIVE,124,10.280000000000001,201,1,2,0,0,0
02,120243227249480177,ACTIVE,100,10.2,185,1,5,0,0,0
02,120246615285510642,ACTIVE,450,10.06,295,3,4,0,0,0
02,120246178929760752,ACTIVE,300,10.05,291,7,8,0,0,0
02,120245435760750780,ACTIVE,200,10.04,190,1,2,0,0,0
02,120246583047400674,ACTIVE,200,10,159,1,0,0,0,0
02,120249251074290319,ACTIVE,120,9.92,316,4,5,0,0,0
02,120246462278440707,ACTIVE,83,9.809999999999999,169,8,6,0,0,0
02,120247547642310642,ACTIVE,750,9.760000000000002,172,4,4,0,0,0
02,120248089909210065,ACTIVE,92,9.73,245,10,8,0,0,0
02,120246701172200677,ACTIVE,124,9.719999999999999,220,2,3,0,0,0
02,120245044044890686,ACTIVE,100,9.66,129,0,2,0,0,0
02,120245097017710677,ACTIVE,100,9.62,211,2,4,0,0,0
02,120245840085840780,ACTIVE,80,9.56,192,2,2,0,0,0
02,120246702062450674,ACTIVE,100,9.559999999999999,231,4,5,0,0,0
02,120246508713670320,ACTIVE,109,9.46,273,11,13,3,2,140.79
02,120248540698960725,ACTIVE,100,9.46,83,3,2,1,0,0
02,120249449512030725,ACTIVE,100,9.45,299,9,10,1,1,49.37
02,120245403173590686,ACTIVE,80,9.39,174,3,3,0,0,0
02,120252072716270054,ACTIVE,115,9.36,200,5,4,1,0,0
02,120244783755130320,ACTIVE,450,9.309999999999999,503,9,12,0,0,0
02,120245706333540025,ACTIVE,130,9.29,120,3,5,1,1,60.47
02,120244015116230146,ACTIVE,500,9.21,272,4,5,1,1,75.21
02,120250501589950722,ACTIVE,80,9.2,154,6,7,0,0,0
02,120249672773520589,ACTIVE,97,8.990000000000002,223,4,5,0,0,0
02,120244171016080129,ACTIVE,120,8.93,325,10,11,1,0,0
02,120248371396300544,ACTIVE,80,8.92,208,3,4,1,1,47.52
02,120244164741800146,ACTIVE,149,8.89,299,13,12,2,1,75.21
02,120243458344350129,ACTIVE,120,8.84,355,11,9,2,2,164.59
02,120246787004190097,ACTIVE,90,8.79,280,5,7,1,0,0
